DateTime,Entries,UniqueIPs
1434197235,99,613152
1434283635,99,613152
1434283635,99,613152
1434629234,99,613152
1434629234,99,613152
1435061229,98,612896
1439122061,98,612896
1439122061,98,612896
1439122061,98,612896
1439208442,98,612896
1439640436,98,612896
1440158843,98,612896
1440590838,98,612896
1445083643,99,613920
1448021233,100,614944
1453118828,100,614944
1453205231,100,614944
1453291628,100,614944
1453378031,100,614944
1453464429,100,614944
1453550832,100,614944
1453637228,100,614944
1453723630,100,614944
1461758834,101,615968
1462450032,102,616992
1464091638,101,608800
1475323638,100,608544
1478952441,101,609568
1481890061,102,610592
1488888444,103,611616
1501243646,104,612640
1507032448,105,613664
1511352451,104,613408
1519819675,105,614432
