DateTime,AddedIPs,RemovedIPs
1522160186,60,35
1522162105,53,35
1522164018,48,73
1522165942,33,25
1522167857,96,45
1522170051,90,55
1522171939,56,26
1522173865,65,33
1522175773,42,21
1522177701,40,54
1522179616,50,36
1522181547,58,25
1522183457,30,30
1522185385,41,32
1522187300,45,41
1522189629,38,32
1522191631,82,59
1522193531,54,33
1522195704,71,33
1522197610,81,34
1522199540,786,0
1522201697,25,42
1522203613,35,24
1522205546,42,29
1522207696,58,72
1522209650,58,40
1522211791,29,37
1522213963,30,28
1522215860,26,22
1522218043,16,30
1522220182,47,22
1522222108,40,52
1522224038,46,60
1522225953,60,31
1522228114,39,29
1522230258,30,39
1522234120,109,62
1522236034,29,25
1522238459,55,1573
1522240343,40,40
1522242513,642,1
1522244665,52,17
1522246585,43,28
1522248744,36,13
1522250655,37,19
1522252578,15,13
1522254748,72,32
1522256660,49,21
1522258580,41,20
1522260497,53,25
1522262419,40,21
1522264339,40,14
1522266264,72,36
1522268184,24,20
1522270103,27,23
1522272021,40,32
1522273941,31,29
1522276460,87,71
1522278840,34,34
1522280653,33,49
1522282819,13,40
1522284741,17,39
1522286666,596,0
1522288580,12,13
1522290501,27,27
1522292422,49,29
1522294342,14,12
1522296266,27,12
1522298187,40,16
1522300096,39,21
1522302019,21,18
1522303942,18,25
1522305870,29,20
1522307775,13,12
1522309711,38,22
1522311613,83,30
1522313538,60,22
1522315459,39,30
1522317376,47,28
1522319293,47,40
1522321224,71,65
1522323139,33,48
1522325323,26,2130
1522327212,29,45
1522329149,878,0
1522331058,52,26
1522332995,80,39
1522334898,77,44
1522337068,59,45
1522338972,45,35
1522340907,35,39
1522342828,134,60
1522344744,58,26
1522346667,51,22
1522348584,34,38
1522350495,47,39
1522352420,38,25
1522354340,35,25
1522356279,60,56
1522358173,68,36
1522360106,50,33
1522362011,52,50
1522365398,83,80
1522367291,19,35
1522369237,39,18
1522371140,34,42
1522373064,790,0
1522374972,22,20
1522376909,17,37
1522378827,90,77
1522380996,32,31
1522382908,42,33
1522384824,34,30
1522386739,23,25
1522388908,16,26
1522390857,41,21
1522392748,41,37
1522394662,45,36
1522396584,42,20
1522398739,75,77
1522400651,39,34
1522402816,22,31
1522404747,36,49
1522406664,80,52
1522408577,35,27
1522410508,33,36
1522412427,30,1690
1522414334,58,27
1522416259,810,1
1522418228,68,17
1522420347,111,56
1522422275,52,23
1522424174,42,17
1522426118,29,29
1522428041,34,35
1522429947,31,40
1522431863,29,20
1522433785,55,16
1522435697,45,20
1522437615,76,15
1522439536,50,37
1522441456,49,74
1522443378,57,67
1522445541,96,84
1522447468,57,47
1522449793,35,40
1522452079,42,29
1522454175,43,33
1522456337,59,47
1522458261,729,0
1522460179,28,12
1522462112,27,26
1522464014,22,25
1522465943,37,20
1522467860,17,16
1522469784,24,23
1522471693,27,28
1522473618,23,33
1522475537,17,19
1522477463,19,15
1522479396,43,18
1522481299,31,14
